sample-86	6e982aff8163eb8a901a0f277896f87e	11111,00100,10001,01110,10101	38	177	217
sample-87	8bff6b72746a3fe9be0c6e7976ea0639	10101,10001,01010,00000,11111	38	217	144
sample-88	111afdedf2e280e0651f4fa19a31401d	10001,11011,10001,10101,11011	38	70	217
sample-89	2907233beae2917ee6af12bab92f195c	10101,10001,00100,01010,01110	38	137	217
sample-90	b4b4d840106ec915091e16b74af3034f	11011,11111,11011,00100,01010	57	38	217
sample-91	aa212cd7f71ae64867ffc5c922715423	01110,10101,10101,10001,10101	217	202	38
sample-92	c652ff484dcc2c418d8309bbd3fe1146	10101,11111,11011,11111,10001	128	217	38
sample-93	5a4652f1e006a7ae8826712218d19c8a	11011,10101,10101,01110,11011	38	162	217
sample-94	ea15b39b6caf3bc982d0c9625bf19dc2	10101,00100,00000,01010,11011	124	38	217
sample-95	f83d6daad4017ec5901141ec499d539e	10001,01110,01010,10001,11111	38	109	217
sample-96	4d1da56b466e1068423f1dfd707fdcee	10101,11011,00000,11011,11111	217	72	38
sample-97	26d666fd305d71b67d9192f80b1fc04a	01110,00100,00000,00100,01110	69	38	217
sample-98	7935af23adcb9266a59570f37520b445	10001,01010,00000,11011,10101	52	217	38
sample-99	a54f11c8d0eeec56d12db0f57f1c437c	10101,11011,11111,10001,01010	217	38	98
sample-100	b7770ede9c4bf56aa77d7c409eff2893	11011,00000,01010,00000,11111	217	38	105
sample-101	ed99b17afb65721baf163b039c182246	10101,00000,01010,10001,00000	134	38	217
sample-102	4023283ca88d177ba2eb90b8711d56bb	11111,00100,01110,01010,01110	217	113	38
sample-103	8dbd3c74349ed7ece7c91c77d6ccd803	01110,10001,01010,00000,11011	38	217	136
sample-104	0038f2128bc3d976ac9687f73d0a46e7	11111,00100,01010,01110,00000	197	38	217
sample-105	13561f6c631d3d2628bd92b749489fa0	00000,01010,01010,01110,10001	38	131	217
sample-106	2e788781e3dc502f3b8cfacfa3b35d7e	00100,11111,00000,11111,10101	148	217	38
sample-107	946e3fee977677d6e614d6f8216a1ec0	00000,11111,01110,00100,00000	217	133	38
sample-108	606fcd8aec9647f496b48fe54a4dc675	00100,11111,11111,01010,01110	38	63	217
sample-109	1ccba1197a9b24ef8be6b7966fdee28f	00000,00100,10101,10001,11111	217	38	47
sample-110	454649512333d7f90e0ccd93d01007d5	00100,00000,00100,01110,00100	217	42	38
sample-111	6ebe0f1f78aaed31ba72b9f6c1e50101	10101,10101,10001,00100,01110	217	165	38
sample-112	db7271b56436d19820d690c5e4b985f7	00000,10001,00000,01110,01010	79	217	38
sample-113	da850992aff74aeb47936f0e71f8b414	00000,00100,11111,11011,10101	217	170	38
sample-114	53ac03344509add336b2073be5e39f52	10001,00000,11111,01110,00100	38	217	75
sample-115	a725725be0192b02074fa1e625c12e23	01110,00000,10101,01010,11011	38	217	66
sample-116	560c9c1a647daa44329f9e72b4451382	01010,00100,11111,11111,11011	109	217	38
sample-117	dfe86abf4863b795b58665c7580d0919	11011,00000,00100,01110,01110	38	213	217
sample-118	5bbee1bd844d480b0e83d5ddb9549403	10001,00000,10001,11111,11111	38	128	217
sample-119	42f1843b97cfd113432cac4ced2c2cc3	11111,00100,00000,00000,00100	206	38	217
sample-120	8c3d036ac3ed781eb20d2fa5c6e52436	10101,01110,01010,11011,00100	38	217	143
sample-121	044d0630cc1081b4d4dba67e275f5230	01110,10101,11111,01010,01110	38	217	175
sample-122	c2646d7d225e032e05bed4611c262423	00100,10101,10101,01110,11111	137	38	217
sample-123	4907bf18598947103a19febc3f1d621e	10101,00000,11111,00000,00000	217	38	98
sample-124	5be786e8ca2b2afcb662a524c6568647	11011,01010,11111,11011,01110	38	217	105
sample-125	ac18f6768b658e42169ad2be74935d9e	11111,00100,11011,11111,10001	89	217	38
sample-126	6f06b3ba9d51894ad07850e1c96e8de7	00100,00000,11111,00100,10001	38	121	217
sample-127	3a94897d41ef2e5129a50b1d665dcb60	10001,00100,10001,11111,00100	38	217	107
sample-128	9d852da32c044aa56be22766238053b5	10001,11011,10101,11011,11111	161	217	38
sample-129	2631e8185c2e51450c9f3dc6739cab05	11111,10101,01010,00000,11111	153	217	38
sample-130	4f9e4a0c7d5211062e507f192facde51	01110,11011,01010,00100,10101	217	38	60
sample-131	402aa9ea591104cfd400efd7bc8cc28f	00100,01110,11111,10101,10101	164	38	217
sample-132	29910fa5d05ea91821b84cd9c2f2a989	00100,11011,10001,00000,01110	198	217	38
sample-133	83f277485fed21b250226f49feadb0e4	10101,01010,11011,00100,00000	217	38	127
sample-134	a09487883e55846bd9f44a48f05b5787	00100,01110,11011,10101,11111	217	62	38
sample-135	188c54445b5e6a81991365a4b6d56379	01010,11111,11111,10101,10001	38	217	139
sample-136	0fe6071dfb3a649de61920f73923f11f	00100,10001,10101,10101,00100	38	140	217
sample-137	daceec09f766e976591bda46f53df7bd	11011,11111,10101,00100,00100	44	217	38
sample-138	ccd7425593d49ec0709301fde8243881	01110,10101,00000,10001,10101	38	207	217
sample-139	e1631ba8008fc3a80ad75532612eac67	10101,01010,11111,01010,11011	217	117	38
sample-140	1d480aff2d20eb19d1fa3549b3d842f8	11011,10001,10101,01110,00100	138	217	38
sample-141	1673d65cf69e7952c66fa1f5324fbc06	01010,10101,01010,00000,01010	217	193	38
sample-142	7cd919a4f43ad49e9e03374559dc35e1	00000,11111,01010,10001,01010	38	92	217
sample-143	ccb411b923a694a23d95298fffadda25	10101,10101,00000,11111,10001	217	38	60
sample-144	7d8983570ef55e2a99a193d3f881c78d	00000,00000,00100,11011,11111	38	183	217
sample-145	d7c50de60f46a3ea5f74b74aa87c3eea	10001,11011,11111,01010,10101	38	184	217
sample-146	fbd12cef5848df3cb5b7200b909e6912	11011,11011,00000,00000,01110	217	80	38
sample-147	a4501a8c40fb67207c4416d465266467	01110,01110,11011,01110,11011	51	217	38
sample-148	f36fb9a2a74ae0bc53ae23c70ac97f8a	10001,11011,11111,11011,00000	46	38	217
sample-149	c5a74e0547d9e8ec0107bf6f75fdee1b	01110,01010,10101,11011,10101	38	217	82
sample-150	55fe582e513afbc233ff459314ffc549	01010,11011,01010,00100,10001	61	217	38
sample-151	2701115e17f8a67810b13684189ebe55	00100,10001,11111,10001,00000	38	175	217
sample-152	4f66d4a69d578043b721a2ece713f98b	01110,01010,11111,10101,10001	38	217	155
sample-153	f10e383b733447ce0373ea68089bf8f7	01010,10001,10101,00100,10001	38	176	217
sample-154	e9d255883e212688ad13951334c2887f	10101,01010,11011,10101,11011	77	217	38
sample-155	67e4e6748be461e936c588014ee74211	11111,10001,11111,01110,10101	217	38	112
sample-156	86e45ae984fb793f5c8e9869354f736d	01110,01110,00100,01110,01010	40	217	38
sample-157	3ca4d36488f6e719b6adae206548d85d	00000,11111,11111,01110,01010	42	217	38
sample-158	e1ed4c29d662995c38fe45625a9d1501	11111,11011,00100,00000,01110	38	42	217
sample-159	515421d070f36aa8a9cc76cd5b16ceec	00000,00000,11011,10101,11111	67	38	217
sample-160	73ea4cdd091dc8023713da29c2839910	01010,00000,10101,11111,10101	217	207	38
sample-161	90e16977c9d369b44ea12a6e08b7a546	00000,00100,10101,01010,00100	38	169	217
sample-162	520739bf775603b68a2e0663a870cc56	00000,10101,10101,00000,00000	38	187	217
sample-163	bc7a23189e2b0f65f17aae56906fb2ae	10001,00100,11011,00100,11111	217	67	38
sample-164	eae3ac754b19bf5584ea77784d0e1c00	01110,00100,00100,01010,00100	198	38	217
sample-165	ca73ce86d61bb473a7329e91fb9b7f09	01110,01110,01010,10001,01110	101	38	217
sample-166	b9eee0b393c36678a7b9303ae6451e61	11011,00000,10101,10101,00100	38	217	101
sample-167	64ec3f6cbae2ea2b930308b2c9ea9316	10101,11111,11111,10101,11011	38	88	217
sample-168	39a23bad9fd770172218a0486a31b00a	00000,01010,00100,10101,00000	38	70	217
sample-169	9727b10f133cc59419bc07754231e175	00000,11011,10101,00000,00000	217	185	38
sample-170	169089dfa0b4e52ae16e8631ebb6b69d	00000,10101,10001,01110,11111	108	38	217
sample-171	53ab6df3bafbe069c86cda65f3382654	00000,00000,10101,10001,11111	180	217	38
sample-172	ae4f608d15d98e07b87a4f95fa2dc655	01110,01110,10101,10001,10101	38	71	217
sample-173	713fb6336c9dc9f74bef4d9afbc3fd15	01010,00000,10001,01010,01010	112	38	217
sample-174	872c60504914defcfb960db9491069eb	01110,10001,01110,11111,00100	38	146	217
sample-175	e444ef9554e931c70f01958dd2f977b8	10101,00100,00100,00100,11111	196	217	38
sample-176	959fd07d0391513961bcddc9a6af536f	01010,00000,00000,01010,00000	38	217	129
sample-177	122d6837b18ebab856e8ce18b2d131d1	11011,10101,00100,10001,00100	207	217	38
sample-178	00d55d563f8cd109fbf6c9a62a734890	10101,10101,01010,00000,10001	38	53	217
sample-179	cb767fc680bceaf235f5cdece3dceb26	00100,11011,11011,11111,01010	137	217	38
sample-180	4ce70d111ceb7c794a1d4b764068e938	10101,00100,00100,10001,01110	217	66	38
sample-181	a77eac06bdfbeecd2249311b9ee05018	01110,01010,11011,10101,10101	217	38	113
sample-182	444b296befaaef8a7c26c3a64c30476b	10101,11111,10101,01010,10101	140	38	217
sample-183	61091e2bad2dcdfdcb3cab1ba4ccdb77	11111,01010,10101,01010,00000	74	217	38
sample-184	e409f0a37bce8701229dc0b2e98f305a	11111,11111,10101,00000,10001	38	112	217
sample-185	89d4a56c3159265add95141ff183f324	00100,01010,11011,10101,00100	217	140	38
sample-186	93401936252d130ac109d6730561bc74	10001,00000,01110,01110,10001	38	217	41
sample-187	ea89217f68796eca09ebbeeba8ba91be	00100,00100,10101,11011,11111	38	168	217
sample-188	7da54ce071133a0ef9f6f8a6d6ff063e	01010,01010,01110,10001,10101	38	217	150
sample-189	c7d7f6f06c8ecb193c4fac88633c1737	11111,10001,11011,01010,01010	179	217	38
sample-190	1d3196dd3ed7c9411344d474825b6b8f	01010,00000,10001,00000,11011	217	196	38
sample-191	1e70098b5d8dc2ff6ba53e225a99879b	10001,01110,10001,10101,00100	38	43	217
sample-192	f8812e32b10e32ad6a7d1a893e444136	11011,10101,01110,10001,10101	217	38	154
sample-193	8211da24b795cccc7e830f3ffb4add77	01110,01110,11011,10001,10001	80	38	217
sample-194	57bc60a6f10ef40ab8bfa32bc51e5cff	11011,11011,01010,10101,10101	53	217	38
sample-195	460912e8653ef974a580ff74d27a33cd	01110,11111,01110,01010,00000	217	204	38
sample-196	6383eb341be7f1b018b5493988dc1cb7	10101,00000,01110,00000,00100	38	159	217
sample-197	42d28408a2ea162ebbcd959321b4613d	11111,11111,01010,11111,11111	217	152	38
sample-198	21dd50eb13605afaaafe9c644ff9a465	11111,11011,00000,10001,00000	217	38	40
sample-199	b7b7857d81e1e12abe4eec8eee45a893	10001,00000,10001,01010,10101	217	38	154
sample-200	ccd1d8088948d785307cb31f647ba60c	11111,11111,01010,01010,10001	95	217	38
sample-201	8241468ebb24b30b7c3e6e7d68ba96fd	11111,11111,01110,00000,10101	38	168	217
sample-202	a25ea7fd168fdbd7db715c9d91417673	10101,00100,00000,00100,01110	217	122	38
sample-203	7267dfd3e3211f2c13fe04216e0345ed	10001,00100,00100,01010,10001	217	38	171
sample-204	7648b672902903ad48144f594131b6de	11011,00100,11111,00100,11011	217	118	38
sample-205	82c6a62394a64bd10185f1a9816bcd28	11111,11111,10101,00100,01110	217	133	38
sample-206	5545ccc57685ab08070ae971e1a3ecb0	11011,01010,10101,00000,11111	217	148	38
sample-207	1bc99186d4a62c042f848dace4255c2d	10001,11011,11111,10001,11011	118	217	38
sample-208	7ae5976261d0189976c29f2c4d2f8e5f	00000,11111,01110,11011,00000	207	38	217
sample-209	62b5d6af9e2e5baab7a06eefae21ea19	11111,11111,00000,00000,11011	217	38	163
sample-210	3e496de8cb4565d06936cee34c6845a0	10001,01110,11111,01010,00100	155	38	217
sample-211	114a6ceb9499ca6344a97f7c0c9c5953	01010,01010,10101,10101,11111	168	38	217
sample-212	d448885e15f2b38e0adcb8db7c89f018	01010,10101,01110,00100,10101	164	38	217
sample-213	3922f2a418a44956fba9fb067abfca22	11011,11011,11111,00100,01010	44	38	217
sample-214	441c73aa8db6d771623c3fec4468a728	00100,11111,01010,01110,00000	100	217	38
sample-215	a275abfac5f2f346d52ba6eb76f522c4	00100,10101,01010,01010,10101	38	217	147
sample-216	056dc1a9e3bc1e223b69337252d79c34	00100,11011,00100,11011,10101	205	217	38
sample-217	c947c891533745d320bb7e295b810e91	01110,00000,10101,00000,00100	94	38	217
sample-218	589b8107baaf58cc97ff31595c118464	10001,01110,00000,10001,11111	132	38	217
sample-219	689b326583c5995c2869c55ad1ac4de6	11111,01110,00000,01010,00000	217	150	38
sample-220	e862630e67aec1a439a21e02bfa390e1	10101,11111,11111,01110,10101	217	38	62
sample-221	41f854c44c4306e692b3437b87b536ba	11111,01010,11011,11111,11011	38	217	197
sample-222	620d525a4d5016cd5ae1d01c9448d83a	01110,10101,01110,11011,10001	108	217	38
sample-223	819441c6d290c66cef61288a141d53af	00100,11011,11011,10101,11111	120	217	38
sample-224	84c80ede95752171a4cd6862db26f61c	01110,00100,11111,00100,00100	71	38	217
sample-225	3900b8d638a95ee9dd6cc19be1b04959	11011,00000,01110,10101,11011	217	151	38
sample-226	19d8c5ebceb0eb82a5e15d476ac446a8	00000,11011,10001,01110,11111	45	38	217
sample-227	b963daf1913f73bdd87d12d3bede7f58	01010,00000,00100,00000,00000	217	38	114
sample-228	ce93d281211f0bb4bec305dbf6379c9e	01110,01110,10001,01010,00000	38	217	97
sample-229	d73e54aaa0a6f7f87c752047a855fc54	11011,11011,01010,01110,01010	38	194	217
sample-230	98f7092dafb64fccf6f8e30041e2012d	00000,11111,10001,01010,10101	217	164	38
sample-231	cc069b4cb46d210b495f09062bc7bf04	10101,01110,11111,00100,11011	113	38	217
sample-232	811cb8c8b394911140a6b684985d989c	01110,11011,01010,00100,00000	38	192	217
sample-233	30cf8bf8d7e27c9ae6dd17649bbbc138	10001,10101,01110,10001,00100	110	38	217
sample-234	4906a85f1b36290e5a9afe7d5ad5c798	01110,10001,10101,00100,10101	50	38	217
sample-235	5481a755d6a7450531e29a8ba81413a3	10001,00100,10101,00000,11111	38	212	217
sample-236	7bc486f2eb089d0489eea7da70021089	11011,10001,01110,01110,10101	217	39	38
sample-237	2fc93b263c3c07493e07a79e6ff3a47a	00100,11011,11111,00000,11011	217	38	41
sample-238	c79c9a7dad6cc170a92a3981e6c5e8a2	11111,10001,10001,01110,00000	38	217	135
sample-239	612a2b511eab3c5ff6f8b875137d1fe4	10101,00000,00100,10101,01110	162	217	38
sample-240	4c2fac4117d02cae69508a569357a4e5	01110,11111,10101,10001,10101	172	217	38
sample-241	d1640e178da9948ed4ffd2f50664b17c	11011,00000,00100,11111,10101	38	217	109
sample-242	950686eba519a7e0eec8b0b14027d801	01010,01010,10101,01110,10101	217	49	38
sample-243	de74c17c9d97c64eb8b7912b35a4a36c	00000,00100,11011,10101,10101	38	217	59
sample-244	aa76da96bab4d129ed38abaf7a691343	01110,10101,01010,00100,11011	38	55	217
sample-245	771ae85b027be32cac85c32160ef736d	01010,00000,10001,01110,11111	217	101	38
sample-246	d3eb258526472b5088a3f5443866f7c6	10001,01010,10101,01010,01110	38	190	217
sample-247	41a819708a52c81a50f4cbb3e5888990	00100,10001,11111,11111,01010	38	217	52
sample-248	054a0e9b2dec70cd80f29207ca202169	11111,10001,00100,11111,10101	38	74	217
sample-249	862cfefe5c4e48181839c4c68520a038	11111,10101,11111,10101,01010	52	217	38
sample-250	4edb2eb901dada9d303b17943af9ddef	01110,10101,00000,11011,00100	59	38	217
sample-251	6b511ccba8b9f9cdd54543a5e70c160a	01110,01010,00000,01010,11011	38	217	153
sample-252	89ff669ae05cc9498203ef55693ef13f	01110,10001,11011,01010,11111	38	133	217
sample-253	63d9ea81127fd8c5efe40ab530ec9446	01110,01010,00000,10001,11111	217	100	38
sample-254	d848e8baec72683665ec4c089b0e0394	01010,10101,11111,11111,01110	64	38	217
sample-255	7c97e5ddfb10f23eab72fcf6b3bb4fca	00000,10101,00000,10001,00100	145	217	38
sample-256	bb8f8237139ab1dd27aae71145b5be7a	01010,10001,00100,00000,00100	38	217	63
sample-257	4e8f0037665012b040af2fefa68e5ee6	01110,10101,00100,11011,01110	38	217	120
sample-258	a06c6cec614e6ac8ebec68e8cf94717c	11111,11111,11111,11111,10101	217	38	66
sample-259	a9abb8afb88a44baf43253e30cf6d609	11111,11011,10101,10001,01010	192	38	217
sample-260	dc3929560a40ad2e3049eafffb285128	10001,10101,11011,01010,11111	71	38	217
sample-261	9cbb04b950e529653aa9b46a168ce725	11011,00100,10001,00000,11111	38	217	120
sample-262	2fcf5b08a1da7288f647363a820f4640	00100,11011,01110,11011,10001	217	176	38
sample-263	ebab30c080239456eae74f933b24332a	11111,01010,01110,11011,01010	70	38	217
sample-264	6a728f7c8c1c0bb0086f7175cf8923c5	00100,10101,11011,01110,01110	217	38	69
sample-265	902c10462b60b58edf853a51019bef41	11011,11111,01110,01110,10001	217	146	38
sample-266	776f903f03f833f99125e702fbe2d422	01010,10001,00100,01010,00000	120	38	217
sample-267	3f2e35e9f003f457c561ddd78f5ec957	10001,01010,00100,10101,01010	217	38	80
sample-268	c9603ce8ba850de43b6bb6404fb1a6af	11111,01010,11111,00100,11011	217	38	59
sample-269	89b8a5e7dc50294dccd6dc0b27f02745	00100,11011,10001,00100,11111	38	217	213
sample-270	201f457a1a436d8c53af98e412235af5	10101,00100,11011,00000,11111	217	181	38
sample-271	f9c43785c8f3ba759e4ebb8e8e09c9d4	00000,01010,00100,11111,01010	217	38	170
sample-272	31ec50032d09a4bfda2044e1ecc1edd1	11011,01010,10101,11111,00000	178	38	217
sample-273	05590b27dbf05dae9c5fa6d8ee3b9b62	00100,11011,00000,00000,10101	217	38	157
sample-274	049a1954fb7036a0b285a99065881056	00100,10101,01010,10101,10001	38	217	52
sample-275	41145d271dea174ab29f9c7776cd082a	10101,11011,00000,00100,10001	38	217	136
sample-276	0b62028b38cf17df5915b2c29fabe075	11111,01010,00100,00100,01110	217	38	60
sample-277	ecd9f572e605e163237b4bc513fa716c	10101,00100,11011,01010,11011	129	217	38
sample-278	4fc2016f3d8719bfb45ee2d440048767	10101,01010,00100,00100,00100	217	39	38
sample-279	2878852bc45792c3fa11593915c079ea	00100,01110,00000,11111,11111	38	217	66
sample-280	b6622ef550a39d9623d12a27d5a184ca	11011,00100,00100,00100,01110	38	217	58
sample-281	6ca52ba9b8df1c4d0262d5278ae2cc7a	00100,01110,00100,10001,11111	53	38	217
sample-282	c1df4eee12ac84a1d2d3a7d60ae77a0e	11111,11011,11011,10001,11111	54	38	217
sample-283	3311826826cc56b7a58c8ad05a015e94	11011,11011,01010,11011,01110	38	83	217
sample-284	040786ba8102787e45223e60219420f9	11111,10101,01110,11011,00100	217	144	38
sample-285	6fe9e02d2b4fda433f4972b520a42f85	11111,01010,00100,11011,10101	217	81	38
sample-286	d135483159516ac74d5cb6f1fdbfcc3b	01010,00000,10001,10001,10101	217	38	189
sample-287	1b57d1ce4e2b1d33896d0f6b04212253	10001,01010,01010,01010,01010	119	217	38
sample-288	f8cf8c6fcbf94f156802226b9434ab0e	01010,01110,10101,01010,00100	114	217	38
sample-289	e08dacab1bbd42375ca891eb5de1bfe9	01110,01110,10101,10001,00100	217	38	180
sample-290	5cdb51f1a01cc8cc9e0691909a96d63b	00000,10101,10001,11011,11011	38	43	217
sample-291	01f54b326525dd29fab669b570eb9fca	10101,00000,01010,01010,10101	217	100	38
